page_url,image_url,name,rank,faculty
http://its.iust.ac.ir/profile/asiaei,https://its.iust.ac.ir/sites/default/files/userpics/picture-9442-1539530565.jpg,دکتر ساسان آسیایی,دانشيار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/m_ashtiani,https://its.iust.ac.ir/sites/default/files/pictures/picture-1599-1905326981.jpg,مهرداد آشتیانی,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/m_kermani,https://its.iust.ac.ir/sites/default/files/pictures/picture-3625-11601072.jpg,دکتر مهرداد آقا محمد علی کرمانی,استاديار,دانشکده مهندسي پيشرفت
http://its.iust.ac.ir/profile/haghajani,https://its.iust.ac.ir/sites/default/files/userpics/picture-50032-1600566001.jpg,حسین آقاجانی,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/aghajani,https://its.iust.ac.ir/sites/default/files/userpics/picture-132-1544103123.jpg,دکتر اسداله آقاجانی,استاد,دانشکده رياضي
http://its.iust.ac.ir/profile/aghakasiri,https://its.iust.ac.ir/sites/default/files/pictures/picture-1458-157905415.jpg,اسماعیل آقاکثیری,نا مشخص,گروه آموزشي تربيت بدني
http://its.iust.ac.ir/profile/aghahadi,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,زینب آقاهادی,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/analoui,https://its.iust.ac.ir/sites/default/files/userpics/picture-190-1563182555_0.jpg,دکتر مرتضی آنالویی,دانشيار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/m.ayat,https://its.iust.ac.ir/sites/default/files/userpics/picture-703-1482073716_0.jpg,دکتر مجیدرضا آیت الهی,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/ayatollahi,https://its.iust.ac.ir/sites/default/files/userpics/picture-235-1531555214_0.jpg,دکتر احمد آیت الهی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/ebrahimi,https://its.iust.ac.ir/sites/default/files/pictures/picture-344-898817279.jpg,دکتر محمود ابراهیمی,استاديار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/ebrahiminejad,https://its.iust.ac.ir/sites/default/files/pictures/picture-13175-409935370.jpg,دکتر سلمان ابراهیمی نژاد رفسنجانی,دانشيار,دانشکده مهندسي خودرو
http://its.iust.ac.ir/profile/abrishamifar,https://its.iust.ac.ir/sites/default/files/userpics/picture-114-1531555078_0.jpg,دکتر سید ادیب ابریشمی فر,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/abolhassani,https://its.iust.ac.ir/sites/default/files/userpics/picture-111-1544103123.jpg,دکتر بهمن ابوالحسنی,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/mrezab,https://its.iust.ac.ir/sites/default/files/pictures/picture-936-1312964307.jpg,دکتر محمدرضا ابوطالبی,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/ahadi,https://its.iust.ac.ir/sites/default/files/userpics/picture-137-1719724660_0.jpg,دکتر حمیدرضا احدی,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/akordbacheh,https://its.iust.ac.ir/sites/default/files/pictures/picture-1549-467968265.jpg,دکتر امیرحسین احمدخان کردبچه,دانشيار,دانشکده فيزيک
http://its.iust.ac.ir/profile/a_ahmadi,https://its.iust.ac.ir/sites/default/files/userpics/picture-65-1539530509.jpg,دکتر ابوالفضل احمدی,دانشيار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/ahmadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-10135-684777499.jpg,روح اله احمدی,دانشيار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/ahmadi_reza,https://its.iust.ac.ir/sites/default/files/userpics/picture-16889-1539530565.jpg,دکتر رضا احمدی,دانشيار,دانشکده رياضي
http://its.iust.ac.ir/profile/ahmady,https://its.iust.ac.ir/sites/default/files/userpics/picture-142-1544103123.jpg,دکتر محمود احمدی نژاد,دانشيار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/ekhlassi,https://its.iust.ac.ir/sites/default/files/pictures/picture-352-1407140985.jpg,دکتر احمد اخلاصی,دانشيار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/mohammad.akhlaghi,https://its.iust.ac.ir/sites/default/files/pictures/picture-892-1886414775.jpg,دکتر محمد اخلاقی,استاديار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/a_arjomandi,https://its.iust.ac.ir/sites/default/files/userpics/picture-7349-1539530565.jpg,دکتر عبدالمجید ارجمندی,استاديار,گروه آموزشي معارف اسلامي
http://its.iust.ac.ir/profile/larijani,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,ابراهیم اردشیر لاریجانی,استاديار,دانشکده رياضي
http://its.iust.ac.ir/profile/azhari,https://its.iust.ac.ir/sites/default/files/userpics/picture-240-1531553100_0.jpg,دکتر سیدجواد ازهری,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/azharivs,https://its.iust.ac.ir/sites/default/files/pictures/picture-241-518263499.jpg,دکتر سید وحید ازهری,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/rasul_aj,https://its.iust.ac.ir/sites/default/files/pictures/picture-1013-451881258.jpg,رسول اژییان,استاديار,دانشکده فيزيک
http://its.iust.ac.ir/profile/asad,https://its.iust.ac.ir/sites/default/files/userpics/picture-1384-1597136829_0.jpg,دکتر روزبه اسد,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/aeskandari,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,عارف اسکندری,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/smailzadeh,https://its.iust.ac.ir/sites/default/files/userpics/picture-1201-1531646864_0.jpg,دکتر سید مجید اسماعیل زاده,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/mahdi,https://its.iust.ac.ir/sites/default/files/pictures/picture-755-1353325252.jpg,مهدی اسماعیلزاده,استاد,دانشکده فيزيک
http://its.iust.ac.ir/profile/m_esmaeili,https://its.iust.ac.ir/sites/default/files/userpics/picture-714-1697870167_0.jpg,دکتر مرتضی اسماعیلی,استاد,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/eshraghi,https://its.iust.ac.ir/sites/default/files/pictures/picture-364-1551651604.jpg,دکتر همایون اشراقی,دانشيار,دانشکده فيزيک
http://its.iust.ac.ir/profile/mj_ashrafi,https://its.iust.ac.ir/sites/default/files/userpics/picture-24698-1539530565.jpg,دکتر محمد جواد اشرفی,استاديار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/ashrafi,https://its.iust.ac.ir/sites/default/files/pictures/picture-223-12592052.jpg,دکتر سیدنظام الدین اشرفی زاده,استاد,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/sauleh,https://its.iust.ac.ir/sites/default/files/userpics/picture-25102-1539530565.jpg,دکتر سیدصالح اعتمادی,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/aazami_f,https://its.iust.ac.ir/sites/default/files/pictures/picture-7527-353658894.jpg,فرهاد اعظمی,مربي,دانشکده فيزيک
http://its.iust.ac.ir/profile/alamolhoda,https://its.iust.ac.ir/sites/default/files/pictures/picture-3131-739293136.jpg,دکتر سمیه اعلم الهدی,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/beftekhari,https://its.iust.ac.ir/sites/default/files/pictures/picture-286-367523599.jpg,دکتر بیژن افتخاری یکتا,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/a_afshar,https://its.iust.ac.ir/sites/default/files/userpics/picture-64-1547371994.jpg,دکتر عباس افشار,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/mhafshar,https://its.iust.ac.ir/sites/default/files/pictures/picture-842-1013046589.jpg,محمدهادی افشار,دانشيار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/sh_afshar,https://its.iust.ac.ir/sites/default/files/pictures/picture-1144-1404522354.jpg,دکتر شهرآرا افشار,استاديار,دانشکده شيمي
http://its.iust.ac.ir/profile/hafzali,https://its.iust.ac.ir/sites/default/files/userpics/picture-19632-1539530565.jpg,دکتر حسین افضلی مهر,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/ali_afkar,https://its.iust.ac.ir/sites/default/files/pictures/picture-3571-1218147802.jpg,علی افکار,نا مشخص,مديريت امور اداري
http://its.iust.ac.ir/profile/zargari,https://its.iust.ac.ir/sites/default/files/pictures/picture-1303-793947531.jpg,دکتر شهریار افندیزاده زرگری,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/a_akbarzadeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-6716-1764856659.jpg,دکتر علیرضا اکبرزاده,استاديار,دانشکده شيمي
http://its.iust.ac.ir/profile/akbarniya,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,محمد علی اکبرنیا,مربي,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/akbari12,https://its.iust.ac.ir/sites/default/files/userpics/picture-146-1544103123.jpg,دکتر حبیب الله اکبری,دانشيار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/akbari,https://its.iust.ac.ir/sites/default/files/userpics/picture-145-1544103123.jpg,دکتر احمد اکبری ازیرانی,دانشيار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/emami,https://its.iust.ac.ir/sites/default/files/pictures/picture-356-1662437057.jpg,سیدجواد امامی,مربي,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/amrollahir,https://its.iust.ac.ir/sites/default/files/userpics/picture-31247-1561902155_0.jpg,دکتر رضوانه امراللهی بیوکی,استاديار,دانشکده فيزيک
http://its.iust.ac.ir/profile/amirkhani,https://its.iust.ac.ir/sites/default/files/userpics/picture-30354-1549803891.jpg,دکتر عبدالله امیرخانی شهرکی,دانشيار,دانشکده مهندسي خودرو
http://its.iust.ac.ir/profile/babakamiri,https://its.iust.ac.ir/sites/default/files/userpics/picture-21302-1539530565.jpg,دکتر بابک امیری,استاديار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/vahidaming,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,وحید امین غفاری قره شیران,--------,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/famini,https://its.iust.ac.ir/sites/default/files/pictures/picture-397-1273924777.jpg,دکتر فریدون امینی,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/h_amini,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,حامد امینی,استاديار,دانشکده مهندسي پيشرفت
http://its.iust.ac.ir/profile/mohammad_farsani,https://its.iust.ac.ir/sites/default/files/userpics/picture-29793-1555144598.jpg,دکتر محمد امینی فارسانی,استاديار,گروه آموزشي زبانهاي خارجي
http://its.iust.ac.ir/profile/anbia,https://its.iust.ac.ir/sites/default/files/pictures/picture-192-1816270584.jpg,دکتر منصور انبیاء,استاد,دانشکده شيمي
http://its.iust.ac.ir/profile/entezari,https://its.iust.ac.ir/sites/default/files/userpics/picture-27626-1685277771_0.jpg,دکتر رضا انتظاری ملکی,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/aohadi,https://its.iust.ac.ir/sites/default/files/userpics/picture-19992-1539530565.jpg,دکتر امین اوحدی اصفهانی,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/jolia,https://its.iust.ac.ir/sites/default/files/pictures/picture-606-1504556993.jpg,دکتر جلیل اولیا,استاديار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/ayar,https://its.iust.ac.ir/sites/default/files/userpics/picture-48184-1655802982_0.jpg,پویان ایار,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/ilchi,https://its.iust.ac.ir/sites/default/files/userpics/picture-30516-1752477183.png,دکتر مجید ایلچی قزاآن,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/aeivani,https://its.iust.ac.ir/sites/default/files/pictures/picture-3829-847777720.jpg,دکتر علیرضا ایوانی,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/m.babakhani,https://its.iust.ac.ir/sites/default/files/userpics/picture-704-1513433699.jpg,دکتر مسعود باباخانی,استاديار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/babamoradi,https://its.iust.ac.ir/sites/default/files/pictures/picture-3810-426360109.jpg,دکتر محسن بابامرادی,استاديار,دانشکده فيزيک
http://its.iust.ac.ir/profile/bazdid,https://its.iust.ac.ir/sites/default/files/pictures/picture-281-578075857.jpg,دکتر فرزاد بازدیدی طهرانی,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/baziar,https://its.iust.ac.ir/sites/default/files/userpics/picture-283-1547371994.jpg,دکتر محمدحسن بازیار,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/abazyari,https://its.iust.ac.ir/sites/default/files/userpics/picture-17671-1539530565.jpg,دکتر امین بازیاری,استاديار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/morteza_bagheri,https://its.iust.ac.ir/sites/default/files/userpics/picture-2353-1763363963_0.jpg,دکتر مرتضی باقری,دانشيار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/batooei,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,علیرضا بتوئی,استاديار,دانشکده مهندسي خودرو
http://its.iust.ac.ir/profile/m_bahreini,https://its.iust.ac.ir/sites/default/files/userpics/picture-49581-1601347201.jpg,مریم بحرینی,استاديار,دانشکده فيزيک
http://its.iust.ac.ir/profile/bakhtiari_m,https://its.iust.ac.ir/sites/default/files/pictures/picture-2509-756345895.jpg,دکتر مجید بختیاری,استاديار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/bakhshayesh,https://its.iust.ac.ir/sites/default/files/userpics/picture-91185-1712396162_0.jpg,امیر محمود بخشایش,استاديار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/soroush_baradaran,https://its.iust.ac.ir/sites/default/files/userpics/picture-69294-1695798670_0.jpg,سروش برادران,استاديار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/bshokouhi,https://its.iust.ac.ir/sites/default/files/userpics/picture-308-1531555591_0.jpg,دکتر شهریار برادران شکوهی,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/barjasteh,https://its.iust.ac.ir/sites/default/files/pictures/picture-273-996979978.jpg,دکتر بهروز برجسته محبی,استاديار,گروه آموزشي تربيت بدني
http://its.iust.ac.ir/profile/barkhordar,https://its.iust.ac.ir/sites/default/files/pictures/picture-274-1601061340.jpg,دکتر محمدعلی برخورداری بافقی,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/barzinpour,https://its.iust.ac.ir/sites/default/files/userpics/picture-275-1511853892_0.jpg,دکتر فرناز برزین پور,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/rberangi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1017-731418358.jpg,رضا برنگی,دانشيار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/broujerdian,https://its.iust.ac.ir/sites/default/files/pictures/picture-5319-1033548212.jpg,دکتر وحید بروجردیان,دانشيار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/h_bolandi,https://its.iust.ac.ir/sites/default/files/userpics/picture-473-1531646018_0.jpg,دکتر حسین بلندی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/motejadded,https://its.iust.ac.ir/sites/default/files/userpics/picture-34790-1564397937.jpg,دکتر حسین بنا متجدد امروز,استاديار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/bonyadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-7457-1691202579.jpg,دکتر علی بنیادی نایینی,دانشيار,دانشکده مهندسي پيشرفت
http://its.iust.ac.ir/profile/boutorabi,https://its.iust.ac.ir/sites/default/files/pictures/picture-305-1103281848.jpg,دکتر سیدمحمدعلی بوترابی,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/behzadfar,https://its.iust.ac.ir/sites/default/files/userpics/picture-290-1652677982_0.jpg,دکتر مصطفی بهزادفر,استاد,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/abeheshti,https://its.iust.ac.ir/sites/default/files/userpics/picture-109-1544103123.jpg,دکتر علی اصغر بهشتی شیرازی,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/behnam,https://its.iust.ac.ir/sites/default/files/userpics/picture-288-1531555865_0.jpg,دکتر حمید بهنام,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/beitolla,https://its.iust.ac.ir/sites/default/files/pictures/picture-292-2079995893.jpg,دکتر علی بیت الهی,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/bidabadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-297-294883409.jpg,دکتر مهدی بیدآبادی,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/bisadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-300-1235906825.jpg,دکتر حسین بیسادی,استاديار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/b_beigzadeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-3440-728299778.jpg,دکتر برهان بیگ زاده,دانشيار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/parsa,https://its.iust.ac.ir/sites/default/files/pictures/picture-961-584145169.jpg,دکتر سعید پارسا,استاد,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/parsanejad,https://its.iust.ac.ir/sites/default/files/userpics/picture-20934-1539530565.jpg,دکتر محمد رضا پارسا نژاد,استاديار,دانشکده مهندسي پيشرفت
http://its.iust.ac.ir/profile/paryab,https://its.iust.ac.ir/sites/default/files/pictures/picture-963-1240289957.jpg,خلیل پاریاب,استاديار,دانشکده رياضي
http://its.iust.ac.ir/profile/jposhtan,https://its.iust.ac.ir/sites/default/files/userpics/picture-610-1531646330_0.jpg,دکتر جواد پشتان,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/maghaee,https://its.iust.ac.ir/sites/default/files/pictures/picture-12390-2082591194.jpg,دکتر محسن پور سیداقایی,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/pouransari,https://its.iust.ac.ir/sites/default/files/userpics/picture-29854-1550579421_0.jpg,دکتر زینب پورانصاری,استاديار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/pishvaee,https://its.iust.ac.ir/sites/default/files/pictures/picture-7929-1509054847.jpg,دکتر میر سامان پیشوائی,استاد,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/mtajabadi,https://its.iust.ac.ir/sites/default/files/userpics/picture-20632-1539530565.jpg,دکتر مریم تاج آبادی,استاديار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/tajarodi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1227-1131356485.jpg,دکتر آزاده تجردی,استاد,دانشکده شيمي
http://its.iust.ac.ir/profile/am_tahsini,https://its.iust.ac.ir/sites/default/files/userpics/picture-30251-1549460442.jpg,دکتر امیرمهدی تحسینی,دانشيار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/tarkashvand,https://its.iust.ac.ir/sites/default/files/userpics/picture-1236-1500464141_0.jpg,دکتر عباس ترکاشوند,استاديار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/rahmani,https://its.iust.ac.ir/sites/default/files/pictures/picture-990-1122621687.jpg,دکتر عادل ترکمان رحمانی,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/tmu00432,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,نام کاربری تست,نا مشخص,افراد و شرکتهای طرف قرارداد
http://its.iust.ac.ir/profile/s_taghdir,https://its.iust.ac.ir/sites/default/files/userpics/picture-1836-1499260662_0.jpg,سمانه تقدیر,استاديار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/taghavi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1223-1959854845.jpg,دکتر رضا تقوی زنوز,دانشيار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/mah_taghizadeh,https://its.iust.ac.ir/sites/default/files/userpics/picture-91837-1715169899_0.jpg,محبوبه تقی زاده,استاديار,گروه آموزشي زبانهاي خارجي
http://its.iust.ac.ir/profile/tamizifar,https://its.iust.ac.ir/sites/default/files/pictures/picture-1234-153427701.jpg,دکتر مرتضی تمیزی فر,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/vtamimi,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,وحید تمیمی,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/tootoonchian,https://its.iust.ac.ir/sites/default/files/userpics/picture-1251-1486290207.gif,دکتر فرید توتونچیان,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/alitavakoli,https://its.iust.ac.ir/sites/default/files/pictures/picture-5407-895036284.jpg,دکتر علی توکلی کاشانی,دانشيار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/tavallaee,https://its.iust.ac.ir/sites/default/files/pictures/picture-1240-1570352222.jpg,دکتر حمیدآقا تولایی,دانشيار,دانشکده رياضي
http://its.iust.ac.ir/profile/teimoury,https://its.iust.ac.ir/sites/default/files/pictures/picture-1245-1055613775.jpg,دکتر ابراهیم تیموری,استاد,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/sobati,https://its.iust.ac.ir/sites/default/files/pictures/picture-2319-286927143.jpg,دکتر محمد امین ثباتی,استاد,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/moj_saghafinia,https://its.iust.ac.ir/sites/default/files/pictures/picture-2650-16021856.jpg,مجتبی ثقفی نیا,مربي,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/saghafian,https://its.iust.ac.ir/sites/default/files/pictures/picture-1097-1314202973.jpg,دکتر حسن ثقفیان لاریجانی,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/sanaei,https://its.iust.ac.ir/sites/default/files/pictures/picture-1474-1595883767.jpg,دکتر ابراهیم ثنایی,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/jahedmr,https://its.iust.ac.ir/sites/default/files/userpics/picture-586-1531645919_0.jpg,دکتر محمدرضا جاهدمطلق,استاد,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/jabbari,https://its.iust.ac.ir/sites/default/files/pictures/picture-580-1832790496.jpg,دکتر ابراهیم جباری,استاد,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/jabal,https://its.iust.ac.ir/sites/default/files/pictures/picture-579-509605412.jpg,دکتر محمد سعید جبل عاملی,استاد,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/jadid,https://its.iust.ac.ir/sites/default/files/userpics/picture-581-1531556211_0.jpg,دکتر شهرام جدید,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/jazsm,https://its.iust.ac.ir/sites/default/files/pictures/picture-603-889523926.jpg,مسعود جزایری,استاديار,دانشکده فيزيک
http://its.iust.ac.ir/profile/mrjafarfard,https://its.iust.ac.ir/sites/default/files/userpics/picture-19803-1539530565.jpg,دکتر محمدرضا جعفرفرد,استاديار,دانشکده فيزيک
http://its.iust.ac.ir/profile/jafari,https://its.iust.ac.ir/sites/default/files/pictures/picture-582-1626883544.jpg,دکتر مصطفی جعفری,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/jafarian,https://its.iust.ac.ir/sites/default/files/pictures/picture-1529-1790431282.jpg,دکتر حمیدرضا جعفریان,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/drjalali,https://its.iust.ac.ir/sites/default/files/userpics/picture-1886-1531646377_0.jpg,دکتر علی اکبر جلالی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/sgjalali,https://its.iust.ac.ir/sites/default/files/pictures/picture-1143-1216578494.jpg,دکتر غلامرضا جلالی,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/maisam_jalaly,https://its.iust.ac.ir/sites/default/files/userpics/picture-1660-1639200028.png,دکتر میثم جلالی,دانشيار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/ajalali,https://its.iust.ac.ir/sites/default/files/userpics/picture-143-1544103123.jpg,دکتر علی اکبر جلالی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/jalaligh,https://its.iust.ac.ir/sites/default/files/pictures/picture-1951-1740624961.jpg,دکتر سیدغلامرضا جلالی نایینی,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/s_jalili,https://its.iust.ac.ir/sites/default/files/userpics/picture-6945-1535377190_0.jpg,دکتر سمانه جلیلی صدراباد,دانشيار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/jalilian,https://its.iust.ac.ir/sites/default/files/userpics/picture-592-1531556975_0.jpg,دکتر علیرضا جلیلیان,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/sjamali,https://its.iust.ac.ir/sites/default/files/userpics/picture-1195-1537876961_0.jpg,دکتر صادق جمالی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/jamshidmehr,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,زهرا جمشیدمهر,نا مشخص,گروه آموزشي تربيت بدني
http://its.iust.ac.ir/profile/mjamshidi,https://its.iust.ac.ir/sites/default/files/pictures/picture-2426-796638836.jpg,دکتر مسعود جمشیدی,دانشيار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/jenabi,https://its.iust.ac.ir/sites/default/files/userpics/picture-87492-1760867740_0.jpg,شهاب جنابی,استاديار,دانشکده مهندسي پيشرفت
http://its.iust.ac.ir/profile/mjannati,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,محمد جواد جنتی,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/javadpourj,https://its.iust.ac.ir/sites/default/files/pictures/picture-600-785880073.jpg,دکتر جعفر جوادپور,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/shjavan,https://its.iust.ac.ir/sites/default/files/pictures/picture-1184-108067643.jpg,دکتر شهرزاد جوانشیر,دانشيار,دانشکده شيمي
http://its.iust.ac.ir/profile/cheldavi,https://its.iust.ac.ir/sites/default/files/pictures/picture-322-156769261.jpg,دکتر احمد چلداوی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/abbas_a,https://its.iust.ac.ir/sites/default/files/userpics/picture-16890-1449300465.jpg,عباسعلی چوپانکاره,مربي,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/ahaeri,https://its.iust.ac.ir/sites/default/files/pictures/picture-10022-1837567437.jpg,دکتر عبدالرحمن حائری,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/ykharrazi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1283-366564345.jpg,یوسف حاج کریم خرازی,نا مشخص,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/hajiahmadi,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,محمد جواد حاجی احمدی,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/rezazadeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-1028-154206552.jpg,دکتر راضیه السادات حاجی سیدرضازاده مشهد,دانشيار,دانشکده معماري و شهرسازي
