page_url,image_url,name,rank,faculty
http://its.iust.ac.ir/profile/r_madoliat,https://its.iust.ac.ir/sites/default/files/pictures/picture-979-549253455.jpg,دکتر رضا معدولیت,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/madoliat,https://its.iust.ac.ir/sites/default/files/pictures/picture-752-1247405601.jpg,دکتر رضا معدولیت,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/memarian,https://its.iust.ac.ir/sites/default/files/pictures/picture-826-819753811.jpg,دکتر غلامحسین معماریان,استاد,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/moini,https://its.iust.ac.ir/sites/default/files/pictures/picture-905-8271229.jpg,دکتر علیرضا معینی,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/p_maftoon,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,پرویز مفتون سمنانی,دانشيار,گروه آموزشي زبانهاي خارجي
http://its.iust.ac.ir/profile/s_m_mofidi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1065-827980395.jpg,دکتر سیدمجید مفیدی شمیرانی,استاديار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/mr_moghbeli,https://its.iust.ac.ir/sites/default/files/pictures/picture-931-787022277.jpg,دکتر محمدرضا مقبلی,استاد,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/moghimi,https://its.iust.ac.ir/sites/default/files/pictures/picture-890-1832442983.jpg,دکتر مهدی مقیمی,دانشيار,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/sajjad_mollai,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,سجاد ملائی,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/mollabashi,https://its.iust.ac.ir/sites/default/files/pictures/picture-909-21379490.jpg,دکتر محمود ملاباشی,استاد,دانشکده فيزيک
http://its.iust.ac.ir/profile/mollajafari,https://its.iust.ac.ir/sites/default/files/userpics/picture-42592-1577684415.jpg,دکتر مرتضی ملاجعفری,استاديار,دانشکده مهندسي خودرو
http://its.iust.ac.ir/profile/amollahosseini,https://its.iust.ac.ir/sites/default/files/pictures/picture-2428-1289199976.jpg,دکتر افسانه ملاحسینی,دانشيار,دانشکده شيمي
http://its.iust.ac.ir/profile/molatefi,https://its.iust.ac.ir/sites/default/files/pictures/picture-907-1504832070.jpg,دکتر حبیب اله ملاطفی,دانشيار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/malekim,https://its.iust.ac.ir/sites/default/files/userpics/picture-774-1572780218_0.jpg,دکتر مهدی ملکی,استاديار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/maleki,https://its.iust.ac.ir/sites/default/files/userpics/picture-2312-1576585446_0.jpg,دکتر علی ملکی,استاد,دانشکده شيمي
http://its.iust.ac.ir/profile/malekitabar,https://its.iust.ac.ir/sites/default/files/userpics/picture-49660-1599529201.jpg,حسن ملکی تبار,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/malekimajd,https://its.iust.ac.ir/sites/default/files/userpics/picture-40839-1574675019.jpg,دکتر مرضیه ملکی مجد,استاديار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/mamaghani,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,جابر ممقانیان,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/montazeri,https://its.iust.ac.ir/sites/default/files/pictures/picture-916-1566589888.jpg,دکتر مرتضی منتظری قهجاورستانی,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/mkhaki,https://its.iust.ac.ir/sites/default/files/pictures/picture-871-2011513254.jpg,دکتر علی منصورخاکی,دانشيار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/f_manteghi,https://its.iust.ac.ir/sites/default/files/pictures/picture-388-336425888.jpg,دکتر فرانک منطقی,دانشيار,دانشکده شيمي
http://its.iust.ac.ir/profile/zmovahedi,https://its.iust.ac.ir/sites/default/files/pictures/picture-7375-1748461742.jpg,دکتر زینب موحدی,دانشيار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/movahedirad,https://its.iust.ac.ir/sites/default/files/pictures/picture-5411-14618368.jpg,دکتر سلمان موحدی راد,دانشيار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/mmousavi,https://its.iust.ac.ir/sites/default/files/pictures/picture-3739-1038229456.jpg,دکتر سید مرتضی موسوی خوشدل,استاديار,دانشکده شيمي
http://its.iust.ac.ir/profile/sm_mousavi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1199-318513496.jpg,دکتر سید محمد موسوی گزافرودی,دانشيار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/mousavi_loghman,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,سیده اشرف موسوی لقمان,استاديار,دانشکده مهندسي پيشرفت
http://its.iust.ac.ir/profile/m_mosavi,https://its.iust.ac.ir/sites/default/files/userpics/picture-729-1531554434_0.jpg,دکتر سیدمحمدرضا موسوی میرکلایی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/m_molaei,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,معصومه مولائی,استاديار,دانشکده شيمي
http://its.iust.ac.ir/profile/molaeimanesh,https://its.iust.ac.ir/sites/default/files/userpics/picture-10770-1678101932_0.jpg,دکتر غلامرضا مولائی منش,دانشيار,دانشکده مهندسي خودرو
http://its.iust.ac.ir/profile/z_molaei,https://its.iust.ac.ir/sites/default/files/pictures/picture-4633-2017835821.jpg,زینب مولایی,مربي,گروه آموزشي تربيت بدني
http://its.iust.ac.ir/profile/molavi,https://its.iust.ac.ir/sites/default/files/userpics/picture-908-1550147843.jpg,دکتر سیده محبوبه مولوی عربشاهی,دانشيار,دانشکده رياضي
http://its.iust.ac.ir/profile/mazdeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-800-1610015802.jpg,دکتر محمد مهدوی مزده,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/mehdizadeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-817-1369776813.jpg,دکتر فاطمه مهدی زاده سراج,استاد,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/mahdm,https://its.iust.ac.ir/sites/default/files/userpics/picture-758-1725180849_0.jpg,دکتر محمدحسین مهدیه,استاد,دانشکده فيزيک
http://its.iust.ac.ir/profile/javad_sadeghi,https://its.iust.ac.ir/sites/default/files/pictures/picture-599-848456222.jpg,دکتر جواد میر محمد صادقی,استاد,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/mirabadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-849-1668165950.jpg,دکتر احمد میرآبادی,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/ar_mirhabibi,https://its.iust.ac.ir/sites/default/files/pictures/picture-199-581471195.jpg,دکتر علیرضا میرحبیبی,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/momi,https://its.iust.ac.ir/sites/default/files/userpics/picture-57157-1611110401.jpg,سیدمجتبی میرحسینی,استاديار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/mirdamadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-855-1094542689.jpg,دکتر شمس الدین میردامادی,استاد,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/m_kuchaki,https://its.iust.ac.ir/sites/default/files/userpics/picture-725-1531555141_0.jpg,دکتر ستار میرزاکوچکی,استاد,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/mirzamohammadi,https://its.iust.ac.ir/sites/default/files/pictures/picture-864-2113054004.jpg,دکتر سعید میرزامحمدی,استاديار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/mtabatabaie,https://its.iust.ac.ir/sites/default/files/pictures/picture-14145-1540413544.jpg,دکتر سیدمحمود میرطباطبایی,دانشيار,گروه آموزشي زبانهاي خارجي
http://its.iust.ac.ir/profile/mirkazemi,https://its.iust.ac.ir/sites/default/files/pictures/picture-858-913881112.jpg,دکتر سید محمد میرکاظمی,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/mirvalad,https://its.iust.ac.ir/sites/default/files/userpics/picture-18824-1544103123.jpg,دکتر سیدسجاد میرولد,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/rohaldinmiri,https://its.iust.ac.ir/sites/default/files/userpics/picture-26568-1547372786.jpg,روح الدین میری,استاديار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/drmilani,https://its.iust.ac.ir/sites/default/files/pictures/picture-338-1241507012.jpg,دکتر سید محمد رضا میلانی,استاد,دانشکده شيمي
http://its.iust.ac.ir/profile/b_minaei,https://its.iust.ac.ir/sites/default/files/pictures/picture-250-801181508.jpg,دکتر بهروز مینایی بیدگلی,استاد,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/naderi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1439-1026440257.jpg,دکتر حسن نادری,دانشيار,دانشکده مهندسی کامپیوتر
http://its.iust.ac.ir/profile/m_naderi,https://its.iust.ac.ir/sites/default/files/pictures/picture-730-1725397209.jpg,دکتر مجید نادری,دانشيار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/m_nadjafikhah,https://its.iust.ac.ir/sites/default/files/userpics/picture-731-1550662233.jpg,دکتر مهدی نجفی خواه,استاد,دانشکده رياضي
http://its.iust.ac.ir/profile/najmaii,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,محمد نجمایی,نا مشخص,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/a_nasr,https://its.iust.ac.ir/sites/default/files/userpics/picture-77-1498912449_0.jpg,دکتر اصغر نصر,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/nasrazadani,https://its.iust.ac.ir/sites/default/files/userpics/picture-31-1544103123.jpg,دکتر مسعود نصر آزادانی,استاديار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/mohsenenasiri,https://its.iust.ac.ir/sites/default/files/userpics/picture-28027-1539601451.jpg,دکتر محسن نصیری,استاديار,گروه آموزشي معارف اسلامي
http://its.iust.ac.ir/profile/nasiri110,https://its.iust.ac.ir/sites/default/files/pictures/picture-9646-1270220300.jpg,دکتر علی نصیری,استاد,گروه آموزشي معارف اسلامي
http://its.iust.ac.ir/profile/mnasiri,https://its.iust.ac.ir/sites/default/files/userpics/picture-63699-1630921196.jpg,مهدی نصیری سروی,استاديار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/nezam,https://its.iust.ac.ir/sites/default/files/userpics/picture-27848-1539530565.jpg,دکتر سید علیرضا نظام الحسینی عزآبادی,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/fnaeim,https://its.iust.ac.ir/sites/default/files/pictures/picture-420-634361011.jpg,دکتر فرشته نعیم پور,دانشيار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/naimi,https://its.iust.ac.ir/sites/default/files/userpics/picture-21-1539530503.jpg,دکتر محمدرضا نعیمی جمال,استاد,دانشکده شيمي
http://its.iust.ac.ir/profile/a_noghrekar,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,عبدالحمید نقره کار,دانشيار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/rnaghizadeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-1041-842735704.jpg,دکتر رحیم نقی زاده,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/naghib,https://its.iust.ac.ir/sites/default/files/pictures/picture-13050-1599773742.jpg,دکتر سید مرتضی نقیب,دانشيار,دانشکده فناوريهای نوين
http://its.iust.ac.ir/profile/anamazi,https://its.iust.ac.ir/sites/default/files/pictures/picture-3313-1200427039.jpg,دکتر آسیه نمازی,استاديار,گروه آموزشي تربيت بدني
http://its.iust.ac.ir/profile/afshinn,https://its.iust.ac.ir/sites/default/files/userpics/picture-127-1544103123.jpg,دکتر افشین نمیرانیان,دانشيار,دانشکده فيزيک
http://its.iust.ac.ir/profile/nowbakht,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,دکتر شمس نوبخت دودران,استاديار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/h_nouhi,https://its.iust.ac.ir/sites/default/files/pictures/picture-486-921991720.jpg,حمید نوحی,استاديار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/a_nooramin,https://its.iust.ac.ir/sites/default/files/userpics/picture-63934-1633574402.jpg,امیر سامان نور امین,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/rassoul,https://its.iust.ac.ir/sites/default/files/userpics/picture-1008-1482074211_0.jpg,دکتر رسول نورالسنا,استاد,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/hashemi,https://its.iust.ac.ir/sites/default/files/pictures/picture-519-290227410.jpg,دکتر محمد هاشمی نژاد,استاد,دانشکده مهندسي مکانيک
http://its.iust.ac.ir/profile/mhashemi,https://its.iust.ac.ir/sites/default/files/pictures/picture-9789-1677609526.jpg,دکتر مسعود هاشمی نیاسری,دانشيار,دانشکده مواد و متالورژي
http://its.iust.ac.ir/profile/hashemianzadeh,https://its.iust.ac.ir/sites/default/files/userpics/picture-521-1511272162.jpg,دکتر سیدمجید هاشمیان زاده,استاد,دانشکده شيمي
http://its.iust.ac.ir/profile/alireza_hemmati,https://its.iust.ac.ir/sites/default/files/pictures/picture-1454-117282921.jpg,دکتر علیرضا همتی,دانشيار,دانشکده مهندسي شيمي، نفت و گاز
http://its.iust.ac.ir/profile/n_hooshmand,https://its.iust.ac.ir/sites/default/files/userpics/picture-12-1539530462.jpg,دکتر نرگس هوشمند همدانی,استاديار,گروه آموزشي زبانهاي خارجي
http://its.iust.ac.ir/profile/khhooshyari,http://its.iust.ac.ir/sites/all/modules/iust/images/anonymous.png,خدیجه هوشیاری سرای,استاديار,دانشکده شيمي
http://its.iust.ac.ir/profile/yari,https://its.iust.ac.ir/sites/default/files/pictures/picture-1274-17795078.jpg,دکتر غلامحسین یاری,استاد,دانشکده رياضي
http://its.iust.ac.ir/profile/yavand,https://its.iust.ac.ir/sites/default/files/userpics/picture-2300-1531555723_0.jpg,دکتر جواد یاوند حسنی,استاديار,دانشکده مهندسي برق
http://its.iust.ac.ir/profile/yazdanfar,https://its.iust.ac.ir/sites/default/files/pictures/picture-1275-1567311999.jpg,دکتر سید عباس آقا یزدانفر,دانشيار,دانشکده معماري و شهرسازي
http://its.iust.ac.ir/profile/yaghoubi,https://its.iust.ac.ir/sites/default/files/pictures/picture-1408-788227889.jpg,دکتر سعید یعقوبی,دانشيار,دانشکده مهندسي صنايع
http://its.iust.ac.ir/profile/yaghini,https://its.iust.ac.ir/sites/default/files/userpics/picture-1271-1587375248_0.jpg,دکتر مسعود یقینی,دانشيار,دانشکده مهندسي راه آهن
http://its.iust.ac.ir/profile/yeganeh,https://its.iust.ac.ir/sites/default/files/pictures/picture-1280-296657185.jpg,دکتر عباس یگانه بختیاری,دانشيار,دانشکده مهندسي عمران
http://its.iust.ac.ir/profile/younesian,https://its.iust.ac.ir/sites/default/files/pictures/picture-1285-1907379902.jpg,دکتر داود یونسیان,استاد,دانشکده مهندسي راه آهن
